-0.3428487553,0.0847244801,-0.4122016441
0.0628214068,0.0310955615,-0.3187590621
0.1196919721,0.0078134020,-0.2907596210
0.0389533582,-0.0053433685,-0.2513685471
0.0072608509,-0.0138058034,-0.1210364618
-0.0097053887,-0.0097370731,0.0147975346
-0.0418525743,0.0036451201,0.0532309665
-0.0669301665,0.0315639432,0.0311198568
-0.0308780290,0.0613733044,0.0406863272
0.0563445174,0.0473785723,0.1080149083
0.1220130637,0.0022865622,0.1908582716
0.1097209627,0.0291216611,0.2099117581
0.0663943172,0.1559420234,0.0925891299
0.0999606775,0.2164298437,-0.0603791646
0.1038751081,0.1123277320,-0.0530243333
-0.0357325872,-0.0291715562,0.0680980379
-0.1556103402,-0.1416765299,0.0941470334
-0.1330576165,-0.2427325683,-0.0038837986
-0.0326909541,-0.2634193744,-0.0848761854
0.0230104978,-0.1700851890,-0.0896561190
-0.0168711316,-0.0545836858,-0.0640308622
-0.0927076159,0.0072290706,-0.0337126367
-0.1300979379,0.0076311727,-0.0397491597
-0.1064588153,-0.0447327144,-0.0782516375
-0.0540804888,-0.1043986826,-0.0051248162
-0.0011585469,-0.1202581387,0.1969570431
0.0572574793,-0.0845894339,0.2964901611
0.0851157009,-0.0181789020,0.2426139177
0.0400167736,0.0362806520,0.2353326662
-0.0118888618,0.0514908169,0.2632019763
-0.0006733391,0.0338684679,0.2221948524
0.0529922344,-0.0257401794,0.1879249279
0.1930438070,-0.1203538484,0.1323172586
0.5167294283,-0.1433550938,-0.0251020239
0.8335649913,-0.0329122484,-0.1923680486
0.6286472681,0.1453212773,-0.3790359075
-0.2868635526,0.3680025541,-0.6468594097
-1.1632020990,0.7188356026,-0.7284053673
-0.9934291805,1.0583449568,-0.4237092793
-0.0760078716,0.9243147828,-0.0194550260
0.4038403949,0.3653985791,0.2193949842
0.1533008851,-0.0659634698,0.3369567414
-0.3602056250,-0.1956075304,0.3642335270
-0.6210236089,-0.0374996276,0.2486170618
-0.1169055239,0.0880455469,0.0706643644
0.6718151150,-0.2042403091,-0.0096420419
0.7703703215,-0.5309178788,0.0200861711
0.4236680533,-0.6028511011,0.0642812470
0.1257358783,-0.5862342566,0.0627118293
-0.1245491087,-0.5690540425,0.0575109612
-0.2875109730,-0.5490264846,0.0830463476
-0.3461040842,-0.4692430719,0.0340803315
-0.3486286489,-0.3254314930,-0.1391876723
-0.3332816214,-0.1933486397,-0.3243920952
-0.2850024654,-0.1322197037,-0.4347422255
-0.1816181168,-0.1338780297,-0.4504550237
-0.0299421642,-0.1587162851,-0.3674979778
0.1432428470,-0.1751928544,-0.2249180377
0.3323356631,-0.1790011609,-0.0624034809
0.5346293062,-0.1667179243,0.0874247642
0.6485509924,-0.1244766746,0.1236939455
0.5331313326,-0.0623993184,-0.0468579515
0.2172586738,0.0039903763,-0.3866639463
-0.1253252227,0.0993343512,-0.7105324402
-0.4176636000,0.2460688730,-0.6879362355
-0.6580099422,0.3582808390,-0.1195746667
-0.7408625557,0.3142683345,0.6499166003
-0.6428017583,0.1838490299,1.0855568114
-0.5494917299,0.1092810611,1.1347833270
-0.4794241716,-0.0383708111,0.9021380072
-0.1151047274,-0.4153587244,0.3591049713
0.6614629208,-0.6946262580,-0.0992679369
1.3634187723,-0.4853920099,-0.1325950507
1.4420251438,0.0305086255,-0.1405860674
0.8437815271,0.5117447262,-0.1343942733
-0.1122815747,0.8374590920,0.5945597103
-0.8410571018,0.7985430599,1.7448517186
-0.8268321065,0.3013413709,1.9024851422
-0.2580933940,-0.1340748024,0.8184731506
0.2257194295,0.0294185552,-0.2309927922
0.3723571755,0.5869139587,-0.5862504016
0.3579481676,1.0348538087,-0.6497447385
0.2742499273,1.0906783112,-0.4882147042
0.0458686403,0.6874078736,0.1339882326
-0.2900814943,0.1034743741,0.6074986103
-0.5493357827,-0.2365937981,0.0820009978
-0.6390397052,-0.3231454897,-0.9644785920
-0.6248927455,-0.4180790022,-1.4380698706
-0.6004193993,-0.5310303808,-1.2470192405
-0.6178993953,-0.5171356196,-0.9461911352
-0.6631822784,-0.4074646591,-0.7553556754
-0.6600729521,-0.3434932100,-0.5554583880
-0.5402237837,-0.4005185995,-0.2735656007
-0.1905057064,-0.5931756756,0.0613272117
0.4851454586,-0.7000690375,0.4370127919
1.1227644150,-0.4387572664,0.7618697996
1.2643252631,-0.0107068949,0.9038520930
1.0762806322,0.2729729126,0.9295530643
0.8501482748,0.4007465073,0.9377295401
0.5857456730,0.4337872013,0.7866726389
0.2723405772,0.4238043605,0.4086142781
-0.0050861605,0.3665217914,0.0756985484
-0.1893499395,0.1765309820,0.0072058801
-0.3223179685,-0.1239526272,0.1394256928
-0.4431333336,-0.3526353542,0.3549990115
-0.5192591589,-0.4300678284,0.5678145773
-0.4949057114,-0.4662226709,0.7291723341
-0.3651777154,-0.5126145485,0.8469416094
-0.1961930806,-0.4820665221,0.8622285133
-0.0542964955,-0.3335559518,0.6566333207
0.0564958741,-0.1320958710,0.2056611219
0.1535399381,0.0478422204,-0.3882527963
0.2324251121,0.1692336467,-0.9567932008
0.2762766915,0.2402689031,-1.3552611772
0.2587379996,0.3149859414,-1.5305973998
0.1823451067,0.4323313938,-1.4874203662
0.1068534109,0.5675182354,-1.2710947482
0.0657496436,0.6847028179,-1.0448233457
0.0413906012,0.7753760679,-0.9609062558
0.0419796345,0.8293574130,-0.9218242182
0.0792937787,0.8386201904,-0.7478729611
0.1123517246,0.7826012972,-0.4509554363
0.0748999998,0.6065928895,-0.1523334362
-0.0662807983,0.3016619599,0.0816139474
-0.2730715235,-0.0748919077,0.2579373967
-0.4807236508,-0.4591507676,0.3936547390
-0.6480597311,-0.7603758304,0.5204886157
-0.6980984398,-0.9357369324,0.7374444148
-0.3276359708,-1.1207709999,1.0245304712
0.6957661180,-0.9959541356,1.0937216827
1.7027404652,-0.2679488616,0.7254022600
1.9054035103,0.2613384520,0.0374994589
1.6483484452,0.0573278870,-0.6693749233
1.6288432775,-0.4398361221,-1.0179986884
1.8026458598,-0.7214794212,-0.7574643585
1.2978328997,-0.7203615914,-0.1278779697
-0.3229439989,-0.6354394369,0.3661157664
-2.1010319525,-0.4225034817,0.4247975491
-2.9401543174,-0.1133984489,-0.0310050702
-2.7606500889,-0.1042375093,-0.7466616781
-2.0683268416,-0.4662788194,-1.2076661494
-1.3451553490,-0.7509795490,-1.2524117510
-0.8235737654,-0.7036723324,-1.0244399300
-0.4374674604,-0.4665199506,-0.4921331358
-0.0164795733,-0.1863637428,0.3029134059
0.4054604744,0.1429890759,1.0567330296
0.5549861604,0.4970415181,1.5752215564
0.3354216955,0.7503073565,1.8013863583
-0.0175126941,0.8884796383,1.7638146614
-0.3552970534,0.9810557313,1.8426106667
-0.6963167241,0.9717947087,2.2259057534
-0.9273907410,0.8651302208,2.1925382917
-0.9034045669,0.8018553769,1.1487097099
-0.6910978753,0.4602566866,-0.3180969046
0.5361139646,-0.5141698270,-1.6086461194
2.8098379279,-1.0975775272,-2.8689228341
3.4809744560,-0.4713639379,-3.5872009623
1.7355515238,0.4969498117,-2.7650982827
-0.1447939448,1.1908650000,-0.9518196040
-0.5952547792,1.7076796027,0.4090361260
-0.0359102689,1.9231237543,0.8071225240
0.4844998907,1.4738184835,0.5159482194
0.5478632167,0.3460303184,0.1868474477
0.0972099968,-0.7300248966,0.0973931067
-0.8099189025,-1.0382672275,-0.1361282638
-1.6689858410,-0.6180173096,-0.3223084313
-1.9043141811,-0.0148624343,-0.1682283589
-1.5887739192,0.4270631508,-0.1133273378
-1.0713498161,0.8214319927,-0.3682038304
-0.3308706320,1.2238880212,-0.6839764305
0.7079061838,1.2001600227,-0.5830793036
1.5309315395,0.4033425226,0.3011801993
1.6156120384,-0.5113051509,1.3935422737
1.3879432550,-0.5713497474,1.6759354577
1.2606911175,0.0245971442,1.0376699311
0.8228132224,0.2805395053,0.6039416898
-0.0885375350,-0.2100323394,1.2019683498
-1.0336436168,-0.9498238832,1.8754196736
-1.6937905438,-1.2122748828,1.4980608115
-1.8790296649,-0.7663469374,0.5313775009
-1.3488837542,-0.0738799351,-0.0552543693
-0.3129474778,0.1947179644,-0.1121446624
0.4777308562,-0.0208576995,-0.0949025872
0.7355494982,-0.1226775318,-0.1840413670
0.9303090198,0.0298263868,-0.2781036795
1.1621107701,-0.1233214025,-0.5688591186
1.0256256428,-0.6777377468,-1.2589234229
0.5210422759,-1.1623618114,-2.0520270434
0.0695155663,-1.3761605815,-2.4361052631
0.0133076650,-1.3978001277,-2.2729234182
0.3559465304,-1.1960590208,-1.8707205637
0.7343459309,-0.7772842953,-1.4752647388
0.7539864678,-0.4637964639,-0.9689926932
0.3537589063,-0.5731430142,-0.1262400954
-0.2070321284,-0.9454560670,1.1806599660
-0.4831907263,-1.0800578797,2.6839451791
-0.2110627160,-0.6369855048,3.3234571204
0.0952867355,0.2897998636,2.5673638577
-0.4163033008,1.1860646706,1.7229871492
-1.6002987779,1.4203017551,1.6414591224
-2.3622519975,0.9057052384,1.1113135641
-2.0841470860,0.1789207072,-0.5517479708
-0.7523429200,-0.4040481337,-2.1182402564
1.1438130592,-0.3571019389,-2.4118919310
2.3469153026,0.5461127202,-1.7157793415
2.2816710366,1.2582930856,-1.0042852953
1.4400525764,1.0215666523,-0.8418551695
0.3856898101,0.0561179480,-1.7533465469
-0.3059787128,-0.9656169539,-3.5425871514
-0.4427868299,-1.0563335423,-3.7117630361
-0.4945503749,-0.0553905488,-1.0344573799
-0.7147245547,1.0264354323,1.7043333145
-0.8180082165,1.4092114048,2.5601896162
-0.7562877176,1.2367383295,2.3732088992
-0.8432855553,0.9896028558,1.6829175996
-1.0828853203,1.2461195851,0.6877586311
-0.5012998870,2.2244023678,0.0909521500
1.4192863422,2.5779183375,0.2931836904
2.7998345975,1.2083754873,1.1934597527
2.1734774657,-0.4541048597,2.2769366596
0.7088052964,-1.1154579473,2.8377433237
-0.3649637906,-1.2313996763,2.7446075681
-1.0977227997,-1.2233783896,2.3123551573
-1.8046646498,-0.8441290608,1.6012314190
-2.3902902772,-0.0438816793,0.6443978596
-2.4339088475,0.6371672110,-0.1295630101
-1.7305070894,0.7954700526,-0.2757419490
-0.5320977695,0.6230607302,-0.0072672505
0.7088505330,0.3776751156,-0.1632658644
1.4188035288,0.0757225681,-1.1573100850
1.3031197813,-0.2467932071,-2.3903841667
0.7542670894,-0.6189916712,-3.1980793950
0.2417120290,-1.1356016159,-3.5733564483
-0.0375020416,-1.7353976140,-3.5904881870
0.0219862877,-2.1905228072,-3.1061094296
0.3573070565,-2.2491755701,-2.2249944813
0.6923882810,-1.8468537423,-1.1838594131
0.7166062484,-1.1930972520,0.1926173561
0.4115251207,-0.6982053074,2.2395541907
0.1816347635,-0.6234904311,4.3766658855
0.2769143583,-0.5780565615,4.9899380851
0.2874133255,0.2588706264,3.5381583009
0.0183593315,2.0056450169,1.4258324703
0.1772585720,3.4332476594,-0.2203015167
0.9485357162,3.2005712470,-1.3862729041
1.3624203546,1.7726254279,-1.9764485081
1.1157345280,0.6860049207,-1.9099157974
0.8449888825,0.2855392014,-1.6187807605
0.6596804986,0.0413751618,-1.4600144415
0.2091845284,-0.1212778431,-1.3037143161
-0.5293076757,-0.1325865182,-0.7906520716
-1.2198734116,-0.1609544446,0.2024236167
-1.5539513374,-0.1875515707,1.0337608674
-1.5922609771,-0.0072569632,0.8858429168
-1.5815715060,0.2858721479,0.0206174491
-1.5173115917,0.4007091774,-0.6463239475
-1.2229521566,0.3443776590,-0.6536212327
-0.6283839570,0.3428267328,-0.0165212098
0.1681674674,0.3541638816,0.9701859290
0.8305319066,0.1946884720,1.8379784447
1.0618383194,0.0145311995,2.2978545929
1.0204010090,0.0022323141,2.3148827584
1.0412492720,-0.0833676381,1.9036600634
1.1328596070,-0.5758583646,1.1735413995
0.9587681979,-1.3553105777,0.3388855904
0.2309498920,-1.8630363180,-0.4936078621
-0.9075101372,-1.6206682542,-1.1465882090
-1.9928793872,-0.7646469187,-1.0910465836
-2.6850869852,-0.1004518601,-0.0852522642
-2.8825411151,-0.3077862661,1.0363092194
-2.4542297403,-1.0086601885,1.1495563937
-1.3242558331,-1.2572131503,0.3117397720
0.0738100192,-0.8317368363,-0.5649470838
1.2796028314,-0.3116882173,-1.2030641930
2.0011699853,-0.0453426373,-2.0033681947
2.0002098727,0.1239312695,-2.9459476346
1.7000031725,0.2263489883,-3.4616899809
1.4823597021,0.1379554039,-3.2640832281
1.2094342491,-0.1296993760,-2.6706667612
0.8268763222,-0.4707779293,-2.1749310097
0.4544016630,-0.7549073073,-1.9059210942
0.1532345013,-0.8682017131,-1.4101379915
-0.3187095886,-0.7366959147,0.0275756873
-1.3965228005,-0.4211749263,2.7247923196
-2.9246103328,-0.2349471485,5.6701435793
-3.5347099254,-0.3138810752,6.6170091283
-2.0445586975,0.1556732442,4.7887661773
0.8774010120,1.8106918960,2.2377139954
3.6440410369,3.2211772674,0.6154595956
4.9741580633,2.5663035374,-0.7305684005
4.3073845686,0.4901265197,-2.3418170244
2.5356168185,-0.8412799661,-3.3388026434
1.1742000262,-0.5530196283,-2.9072284820
0.4867018381,0.4306908644,-1.5011426905
-0.3914783974,0.9106017941,-0.2472190052
-1.8016481286,0.5451500847,0.4656046369
-2.9292308590,-0.0999282804,0.9161333730
-2.8849067850,-0.2567443200,0.9560863957
-1.9412244742,0.1872252064,0.4141666850
-1.2011955549,0.6787592163,-0.2315166405
-1.1155260957,0.7913115657,-0.5649776454
-1.0687626726,0.6249140469,-0.5677918864
-0.4591163623,0.4662052828,-0.3197409005
0.5078460960,0.3257148904,-0.0481818695
1.2071005683,0.1040711562,0.0534974658
1.4664513035,-0.0924808933,0.1063583206
1.5916621931,-0.2536882427,0.2312167688
1.6874900185,-0.4815052395,0.2930996444
1.5558087392,-0.7091459149,0.2040172071
1.0596847031,-0.8075055749,0.0191211230
0.3164164241,-0.7778057912,-0.1506972050
-0.4332001603,-0.7336605072,0.1562649614
-1.1639531631,-0.6545542471,1.3086790218
-2.0275700653,-0.2806804565,2.3767560242
-2.8456883438,0.5271392142,2.1179875666
-3.0304039737,1.4163135375,1.0297303362
-2.1912000901,1.7484403213,0.3378413612
